"","id","gender","age","province","smoked_cigarettes","age_first_time_cigarettes","freq_cigarettes_30_days","freq_little_cigars_30_days","freq_cigars_30_days","freq_tabacco_pipe_30_days","freq_chewing_tabacco_30_days","freq_tabacco_waterpipe_30_days","when_quit_smoking","num_try_stop_smoking","quit_smoking_by_vaping","vaped","age_first_time_vape","freq_vaped_30_days","main_reason_vaping","num_try_stop_vaping","harm_vaping","smoked_cannabis","age_first_time_cannabis","freq_cannabis_30_days","freq_cannabis_tobacco_mix_30_days","first_product","freq_alcohol_30_days","smoking_status"
"7791",57790,"Male","35-44","Alberta","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7792",57791,"Male","55-64","Ontario","Yes","10-14","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","4 or more","No","Yes","55-59","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","Not stated","Less than once a week, but at least once in the past month","Not at all","Cigarette","Not stated","Current smoker"
"7793",57792,"Female","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7794",57793,"Female","65 and older","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7795",57794,"Male","45-54","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","20-24","Not at all","Valid skip","Valid skip","At least once a week","Never smoked"
"7796",57795,"Female","35-44","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7797",57796,"Male","20-24","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7798",57797,"Male","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7799",57798,"Female","20-24","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7800",57799,"Female","55-64","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7801",57800,"Male","15-19","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Daily","Enjoy it","4 or more","Don't know","Yes","15-19","Not at all","Valid skip","An e-cigarette or vaping device","At least once a week","Never smoked"
"7802",57801,"Female","65 and older","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7803",57802,"Male","45-54","Alberta","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","40-44","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Former smoker"
"7804",57803,"Female","35-44","Prince Edward Island","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7805",57804,"Female","65 and older","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7806",57805,"Male","65 and older","Saskatchewan","Yes","10-14","Less than daily, but at least once in the past month","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","65 and over","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Daily","Less than daily, but at least once a week","Cigarette","Less than once a week, but at least once in the past month","Current smoker"
"7807",57806,"Female","65 and older","Alberta","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7808",57807,"Female","20-24","Ontario","Yes","15-19","Not at all",NA,"Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","20-24","Less than once a week, but at least once in the past month","Enjoy it","0","Somewhat less harmful than cigarettes","Yes","10-14","Less than daily, but at least once a week","Not at all","Cannabis","Daily","Never smoked"
"7809",57808,"Female","55-64","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7810",57809,"Female","65 and older","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7811",57810,"Female","55-64","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7812",57811,"Male","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7813",57812,"Female","45-54","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7814",57813,"Female","15-19","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","Not at all","Never smoked"
"7815",57814,"Male","45-54","Saskatchewan","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7816",57815,"Female","35-44","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"7817",57816,"Male","65 and older","British Columbia","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7818",57817,"Male","65 and older","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7819",57818,"Male","35-44","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7820",57819,"Female","20-24","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7821",57820,"Male","20-24","Quebec","Yes","10-14","Not at all","Not at all","Less than once a week, but at least once in the past month","Not at all","At least once a week","Not at all","Less than one year ago","2 or 3","Yes","Yes","20-24","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Less than once a week, but at least once in the past month","Not at all","Cigarette","At least once a week","Former smoker"
"7822",57821,"Male","20-24","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7823",57822,"Female","55-64","Nova Scotia","Yes","10-14","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","1","No","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Current smoker"
"7824",57823,"Male","45-54","Nova Scotia","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","45-49","Daily","To quit smoking cigarettes","0","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","At least once a week","Former smoker"
"7825",57824,"Male","35-44","Alberta","Yes","10-14","Not at all","Not at all","At least once a week","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","10-14","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
